"","bat1","bat2","dyad","known.kinship","wang_estimate","kinship","pop1","pop2","kinship2"
"345","csc","ccs","ccs_csc",NA,0.2387,0.2387,"tole","tole",0.2387
"346","d","ccs","ccs_d",NA,0.0625,0.0625,"tole","tole",0.0625
"347","dcd","ccs","ccs_dcd",NA,0.4415,0.4415,"tole","tole",0.4415
"348","dd","ccs","ccs_dd",NA,0.1296,0.1296,"tole","tole",0.1296
"349","ddld","ccs","ccs_ddld",NA,0.0383,0.0383,"tole","tole",0.0383
"350","ivy","ccs","ccs_ivy",0,-0.1269,0,"bci","tole",0
"351","dld","ccs","ccs_dld",NA,0.0801,0.0801,"tole","tole",0.0801
"352","una","ccs","ccs_una",0,-0.3414,0,"bci","tole",0
"353","tes","ccs","ccs_tes",0,0.1423,0,"bci","tole",0
"354","son.of.ola","ccs","ccs_son.of.ola",0,-0.0511,0,"bci","tole",0
"355","dr","ccs","ccs_dr",NA,0.285,0.285,"tole","tole",0.285
"356","ds","ccs","ccs_ds",NA,0.2573,0.2573,"tole","tole",0.2573
"357","female10","ccs","ccs_female10",NA,0.4451,0.4451,"tole","tole",0.4451
"358","female12","ccs","ccs_female12",NA,-0.0189,-0.0189,"tole","tole",0
"359","female13","ccs","ccs_female13",NA,0.0348,0.0348,"tole","tole",0.0348
"360","female14","ccs","ccs_female14",NA,0.1736,0.1736,"tole","tole",0.1736
"361","female15","ccs","ccs_female15",NA,0.3106,0.3106,"tole","tole",0.3106
"362","female16","ccs","ccs_female16",NA,-0.0154,-0.0154,"tole","tole",0
"363","female17","ccs","ccs_female17",NA,0.1421,0.1421,"tole","tole",0.1421
"364","female18","ccs","ccs_female18",NA,0.0705,0.0705,"tole","tole",0.0705
"365","female19","ccs","ccs_female19",NA,0.0754,0.0754,"tole","tole",0.0754
"366","female5","ccs","ccs_female5",NA,0.04,0.04,"tole","tole",0.04
"367","female6","ccs","ccs_female6",NA,0.0491,0.0491,"tole","tole",0.0491
"368","female7","ccs","ccs_female7",NA,0.2489,0.2489,"tole","tole",0.2489
"369","female8","ccs","ccs_female8",NA,0.1383,0.1383,"tole","tole",0.1383
"370","female9","ccs","ccs_female9",NA,0.038,0.038,"tole","tole",0.038
"371","hilga","ccs","ccs_hilga",NA,0.1585,0.1585,"tole","tole",0.1585
"372","ld","ccs","ccs_ld",NA,0.2391,0.2391,"tole","tole",0.2391
"373","ldc","ccs","ccs_ldc",NA,0.3331,0.3331,"tole","tole",0.3331
"374","ldd","ccs","ccs_ldd",0.5,0.6153,0.5,"tole","tole",0.5
"375","lds","ccs","ccs_lds",NA,0.1247,0.1247,"tole","tole",0.1247
"376","lsd","ccs","ccs_lsd",NA,0.0503,0.0503,"tole","tole",0.0503
"377","cat","ccs","cat_ccs",0,-0.1877,0,"bci","tole",0
"378","male16","ccs","ccs_male16",NA,0.1619,0.1619,"tole","tole",0.1619
"379","male18","ccs","ccs_male18",NA,0.1483,0.1483,"tole","tole",0.1483
"380","male19","ccs","ccs_male19",NA,0.0056,0.0056,"tole","tole",0.0056
"381","male20","ccs","ccs_male20",NA,0.2466,0.2466,"tole","tole",0.2466
"382","male21","ccs","ccs_male21",NA,0.1292,0.1292,"tole","tole",0.1292
"383","male25","ccs","ccs_male25",NA,0.0883,0.0883,"tole","tole",0.0883
"384","male26","ccs","ccs_male26",NA,0.064,0.064,"tole","tole",0.064
"385","male27","ccs","ccs_male27",NA,0.0291,0.0291,"tole","tole",0.0291
"386","male30","ccs","ccs_male30",NA,0.093,0.093,"tole","tole",0.093
"387","male31","ccs","ccs_male31",NA,0.2004,0.2004,"tole","tole",0.2004
"388","male32","ccs","ccs_male32",NA,0.0019,0.0019,"tole","tole",0.0019
"389","male33","ccs","ccs_male33",NA,-0.1357,-0.1357,"tole","tole",0
"390","male35","ccs","ccs_male35",NA,0.2142,0.2142,"tole","tole",0.2142
"391","male36","ccs","ccs_male36",NA,0.0313,0.0313,"tole","tole",0.0313
"392","male37","ccs","ccs_male37",NA,0.2097,0.2097,"tole","tole",0.2097
"393","male38","ccs","ccs_male38",NA,0.07,0.07,"tole","tole",0.07
"394","male39","ccs","ccs_male39",NA,-0.2366,-0.2366,"tole","tole",0
"395","pup0","ccs","ccs_pup0",NA,0.0404,0.0404,"tole","tole",0.0404
"396","r","ccs","ccs_r",NA,0.0596,0.0596,"tole","tole",0.0596
"397","rc","ccs","ccs_rc",NA,0.3562,0.3562,"tole","tole",0.3562
"398","s","ccs","ccs_s",NA,-0.0679,-0.0679,"tole","tole",0
"399","sc","ccs","ccs_sc",NA,0.328,0.328,"tole","tole",0.328
"400","scs","ccs","ccs_scs",NA,0.0757,0.0757,"tole","tole",0.0757
"401","sd","ccs","ccs_sd",NA,0.0544,0.0544,"tole","tole",0.0544
"402","six","ccs","ccs_six",0,-0.0805,0,"bci","tole",0
"403","sld","ccs","ccs_sld",NA,0.103,0.103,"tole","tole",0.103
"404","dos","ccs","ccs_dos",0,-0.0521,0,"bci","tole",0
"405","ola","ccs","ccs_ola",0,-0.2579,0,"bci","tole",0
"406","ss","ccs","ccs_ss",NA,0.1061,0.1061,"tole","tole",0.1061
"407","sss","ccs","ccs_sss",NA,0.1223,0.1223,"tole","tole",0.1223
"408","eve","ccs","ccs_eve",0,-0.2214,0,"bci","tole",0
"409","no.band","ccs","ccs_no.band",NA,NA,0,"bci","tole",0
"410","ddd","ccs","ccs_ddd",NA,NA,0,"bci","tole",0
"411","bat9530","ccs","bat9530_ccs",NA,0.1027,0.1027,"tole","tole",0.1027
"412","bat9532","ccs","bat9532_ccs",NA,0.0988,0.0988,"tole","tole",0.0988
"413","bat9533","ccs","bat9533_ccs",NA,-0.0479,-0.0479,"tole","tole",0
"414","bat9535","ccs","bat9535_ccs",NA,-0.2267,-0.2267,"tole","tole",0
"415","bat9536","ccs","bat9536_ccs",NA,0.0884,0.0884,"tole","tole",0.0884
"416","bat9537","ccs","bat9537_ccs",NA,-0.0307,-0.0307,"tole","tole",0
"417","bat9538","ccs","bat9538_ccs",NA,0.2134,0.2134,"tole","tole",0.2134
"418","bat9539","ccs","bat9539_ccs",NA,-0.1199,-0.1199,"tole","tole",0
"419","bat9540","ccs","bat9540_ccs",NA,0.2559,0.2559,"tole","tole",0.2559
"420","bat9541","ccs","bat9541_ccs",NA,0.1552,0.1552,"tole","tole",0.1552
"421","bat9542","ccs","bat9542_ccs",NA,0.0838,0.0838,"tole","tole",0.0838
"422","bat9543","ccs","bat9543_ccs",NA,0.0089,0.0089,"tole","tole",0.0089
"423","bat9545","ccs","bat9545_ccs",NA,0.1136,0.1136,"tole","tole",0.1136
"424","bat9546","ccs","bat9546_ccs",NA,0.069,0.069,"tole","tole",0.069
"425","bat9547","ccs","bat9547_ccs",NA,-0.0427,-0.0427,"tole","tole",0
"426","bat9548","ccs","bat9548_ccs",NA,0.0652,0.0652,"tole","tole",0.0652
"427","bat9549","ccs","bat9549_ccs",NA,0.2097,0.2097,"tole","tole",0.2097
"428","bat9550","ccs","bat9550_ccs",NA,0.0396,0.0396,"tole","tole",0.0396
"429","bat9551","ccs","bat9551_ccs",NA,0.0773,0.0773,"tole","tole",0.0773
"430","bat9552","ccs","bat9552_ccs",NA,-0.0047,-0.0047,"tole","tole",0
"431","bat9553","ccs","bat9553_ccs",NA,-0.0514,-0.0514,"tole","tole",0
"432","bat9554","ccs","bat9554_ccs",NA,0.0771,0.0771,"tole","tole",0.0771
"433","bat9555","ccs","bat9555_ccs",NA,0.0497,0.0497,"tole","tole",0.0497
"434","bat9556","ccs","bat9556_ccs",NA,0.0145,0.0145,"tole","tole",0.0145
"435","bat9557","ccs","bat9557_ccs",NA,0.2245,0.2245,"tole","tole",0.2245
"436","bat9558","ccs","bat9558_ccs",NA,0.2715,0.2715,"tole","tole",0.2715
"437","bat9559","ccs","bat9559_ccs",NA,0.2772,0.2772,"tole","tole",0.2772
"438","bat9561","ccs","bat9561_ccs",NA,-0.0276,-0.0276,"tole","tole",0
"439","bat9562","ccs","bat9562_ccs",NA,-0.0668,-0.0668,"tole","tole",0
"440","bat9563","ccs","bat9563_ccs",NA,0.059,0.059,"tole","tole",0.059
"441","bat9564","ccs","bat9564_ccs",NA,0.2327,0.2327,"tole","tole",0.2327
"442","bat9565","ccs","bat9565_ccs",NA,-0.0163,-0.0163,"tole","tole",0
"443","bat9566","ccs","bat9566_ccs",NA,0.1195,0.1195,"tole","tole",0.1195
"444","bat9567","ccs","bat9567_ccs",NA,0.0604,0.0604,"tole","tole",0.0604
"445","bat9568","ccs","bat9568_ccs",NA,0.1356,0.1356,"tole","tole",0.1356
"446","bat9569","ccs","bat9569_ccs",NA,0.2093,0.2093,"tole","tole",0.2093
"447","bat9570","ccs","bat9570_ccs",NA,-0.039,-0.039,"tole","tole",0
"448","bat9592","ccs","bat9592_ccs",NA,0.1079,0.1079,"tole","tole",0.1079
"449","bat9593","ccs","bat9593_ccs",NA,0.226,0.226,"tole","tole",0.226
"450","bat9594","ccs","bat9594_ccs",NA,0.1091,0.1091,"tole","tole",0.1091
"451","bat9595","ccs","bat9595_ccs",NA,-0.0773,-0.0773,"tole","tole",0
"452","bat9596","ccs","bat9596_ccs",NA,0.315,0.315,"tole","tole",0.315
"453","c","cd","c_cd",NA,0.1702,0.1702,"tole","tole",0.1702
"454","cc","cd","cc_cd",NA,0.0079,0.0079,"tole","tole",0.0079
"455","ccc","cd","ccc_cd",NA,0.147,0.147,"tole","tole",0.147
"456","ccs","cd","ccs_cd",NA,0.3245,0.3245,"tole","tole",0.3245
"457","cs","cd","cd_cs",NA,0.1326,0.1326,"tole","tole",0.1326
"458","csc","cd","cd_csc",NA,0.2671,0.2671,"tole","tole",0.2671
"459","d","cd","cd_d",NA,-0.0335,-0.0335,"tole","tole",0
"460","dcd","cd","cd_dcd",NA,0.1292,0.1292,"tole","tole",0.1292
"461","dd","cd","cd_dd",NA,-0.1001,-0.1001,"tole","tole",0
"462","ddld","cd","cd_ddld",NA,0.161,0.161,"tole","tole",0.161
"463","ivy","cd","cd_ivy",0,-0.0578,0,"bci","tole",0
"464","dld","cd","cd_dld",NA,-0.0575,-0.0575,"tole","tole",0
"465","una","cd","cd_una",0,-0.0644,0,"bci","tole",0
"466","tes","cd","cd_tes",0,-0.0482,0,"bci","tole",0
"467","son.of.ola","cd","cd_son.of.ola",0,0.102,0,"bci","tole",0
"468","dr","cd","cd_dr",NA,0.0455,0.0455,"tole","tole",0.0455
"469","ds","cd","cd_ds",NA,0.054,0.054,"tole","tole",0.054
"470","female10","cd","cd_female10",NA,0.4724,0.4724,"tole","tole",0.4724
"471","female12","cd","cd_female12",NA,0.1308,0.1308,"tole","tole",0.1308
"472","female13","cd","cd_female13",NA,0.0272,0.0272,"tole","tole",0.0272
"473","female14","cd","cd_female14",NA,0.169,0.169,"tole","tole",0.169
"474","female15","cd","cd_female15",NA,0.2098,0.2098,"tole","tole",0.2098
"475","female16","cd","cd_female16",NA,0.0388,0.0388,"tole","tole",0.0388
"476","female17","cd","cd_female17",NA,0.1503,0.1503,"tole","tole",0.1503
"477","female18","cd","cd_female18",NA,0.1246,0.1246,"tole","tole",0.1246
"478","female19","cd","cd_female19",NA,0.2077,0.2077,"tole","tole",0.2077
"479","female5","cd","cd_female5",NA,0.3128,0.3128,"tole","tole",0.3128
"480","female6","cd","cd_female6",NA,0.1775,0.1775,"tole","tole",0.1775
"481","female7","cd","cd_female7",NA,0.6671,0.6671,"tole","tole",0.5
"482","female8","cd","cd_female8",NA,0.2458,0.2458,"tole","tole",0.2458
"483","female9","cd","cd_female9",NA,-0.1149,-0.1149,"tole","tole",0
"484","hilga","cd","cd_hilga",NA,0.1164,0.1164,"tole","tole",0.1164
"485","ld","cd","cd_ld",NA,0.0742,0.0742,"tole","tole",0.0742
"486","ldc","cd","cd_ldc",NA,-0.0715,-0.0715,"tole","tole",0
"487","ldd","cd","cd_ldd",NA,0.1789,0.1789,"tole","tole",0.1789
"488","lds","cd","cd_lds",NA,0.0518,0.0518,"tole","tole",0.0518
"489","lsd","cd","cd_lsd",0.5,0.3607,0.5,"tole","tole",0.5
"490","cat","cd","cat_cd",0,-0.2221,0,"bci","tole",0
"491","male16","cd","cd_male16",NA,-0.0632,-0.0632,"tole","tole",0
"492","male18","cd","cd_male18",NA,-0.0376,-0.0376,"tole","tole",0
"493","male19","cd","cd_male19",NA,-0.0454,-0.0454,"tole","tole",0
"494","male20","cd","cd_male20",NA,0.158,0.158,"tole","tole",0.158
"495","male21","cd","cd_male21",NA,-0.0128,-0.0128,"tole","tole",0
"496","male25","cd","cd_male25",NA,0.1204,0.1204,"tole","tole",0.1204
"497","male26","cd","cd_male26",NA,0.0493,0.0493,"tole","tole",0.0493
"498","male27","cd","cd_male27",NA,-0.0387,-0.0387,"tole","tole",0
"499","male30","cd","cd_male30",NA,-0.0821,-0.0821,"tole","tole",0
"500","male31","cd","cd_male31",NA,-0.0511,-0.0511,"tole","tole",0
"501","male32","cd","cd_male32",NA,0.0302,0.0302,"tole","tole",0.0302
"502","male33","cd","cd_male33",NA,-0.062,-0.062,"tole","tole",0
"503","male35","cd","cd_male35",NA,0.2002,0.2002,"tole","tole",0.2002
"504","male36","cd","cd_male36",NA,0.1037,0.1037,"tole","tole",0.1037
"505","male37","cd","cd_male37",NA,0.0452,0.0452,"tole","tole",0.0452
"506","male38","cd","cd_male38",NA,0.0734,0.0734,"tole","tole",0.0734
"507","male39","cd","cd_male39",NA,-0.2009,-0.2009,"tole","tole",0
"508","pup0","cd","cd_pup0",NA,0.2598,0.2598,"tole","tole",0.2598
"509","r","cd","cd_r",NA,0.0441,0.0441,"tole","tole",0.0441
"510","rc","cd","cd_rc",NA,0.2448,0.2448,"tole","tole",0.2448
"511","s","cd","cd_s",NA,-0.3086,-0.3086,"tole","tole",0
"512","sc","cd","cd_sc",NA,0.3507,0.3507,"tole","tole",0.3507
"513","scs","cd","cd_scs",NA,-0.0542,-0.0542,"tole","tole",0
"514","sd","cd","cd_sd",NA,0.0603,0.0603,"tole","tole",0.0603
"515","six","cd","cd_six",0,-0.1409,0,"bci","tole",0
"516","sld","cd","cd_sld",NA,0.1339,0.1339,"tole","tole",0.1339
"517","dos","cd","cd_dos",0,-0.2718,0,"bci","tole",0
"518","ola","cd","cd_ola",0,0.0075,0,"bci","tole",0
"519","ss","cd","cd_ss",NA,0.2268,0.2268,"tole","tole",0.2268
"520","sss","cd","cd_sss",NA,0.0105,0.0105,"tole","tole",0.0105
"521","eve","cd","cd_eve",0,-0.208,0,"bci","tole",0
"522","no.band","cd","cd_no.band",NA,NA,0,"bci","tole",0
"523","ddd","cd","cd_ddd",NA,NA,0,"bci","tole",0
"524","bat9530","cd","bat9530_cd",NA,0.0858,0.0858,"tole","tole",0.0858
"525","bat9532","cd","bat9532_cd",NA,-0.0619,-0.0619,"tole","tole",0
"526","bat9533","cd","bat9533_cd",NA,0.18,0.18,"tole","tole",0.18
"527","bat9535","cd","bat9535_cd",NA,-0.0683,-0.0683,"tole","tole",0
"528","bat9536","cd","bat9536_cd",NA,-0.015,-0.015,"tole","tole",0
"529","bat9537","cd","bat9537_cd",NA,0.1583,0.1583,"tole","tole",0.1583
"530","bat9538","cd","bat9538_cd",NA,0.2401,0.2401,"tole","tole",0.2401
"531","bat9539","cd","bat9539_cd",NA,-0.0369,-0.0369,"tole","tole",0
"532","bat9540","cd","bat9540_cd",NA,0.0214,0.0214,"tole","tole",0.0214
"533","bat9541","cd","bat9541_cd",NA,0.141,0.141,"tole","tole",0.141
"534","bat9542","cd","bat9542_cd",NA,0.4244,0.4244,"tole","tole",0.4244
"535","bat9543","cd","bat9543_cd",NA,0.1165,0.1165,"tole","tole",0.1165
"536","bat9545","cd","bat9545_cd",NA,0.1262,0.1262,"tole","tole",0.1262
"537","bat9546","cd","bat9546_cd",NA,0.1729,0.1729,"tole","tole",0.1729
"538","bat9547","cd","bat9547_cd",NA,0.128,0.128,"tole","tole",0.128
"539","bat9548","cd","bat9548_cd",NA,-0.0589,-0.0589,"tole","tole",0
"540","bat9549","cd","bat9549_cd",NA,-0.077,-0.077,"tole","tole",0
"541","bat9550","cd","bat9550_cd",NA,-0.0828,-0.0828,"tole","tole",0
"542","bat9551","cd","bat9551_cd",NA,0.3178,0.3178,"tole","tole",0.3178
"543","bat9552","cd","bat9552_cd",NA,0.2148,0.2148,"tole","tole",0.2148
"544","bat9553","cd","bat9553_cd",NA,0.1888,0.1888,"tole","tole",0.1888
"545","bat9554","cd","bat9554_cd",NA,0.2079,0.2079,"tole","tole",0.2079
"546","bat9555","cd","bat9555_cd",NA,0.0307,0.0307,"tole","tole",0.0307
"547","bat9556","cd","bat9556_cd",NA,-0.2578,-0.2578,"tole","tole",0
"548","bat9557","cd","bat9557_cd",NA,0.0085,0.0085,"tole","tole",0.0085
"549","bat9558","cd","bat9558_cd",NA,0.2363,0.2363,"tole","tole",0.2363
"550","bat9559","cd","bat9559_cd",NA,0.325,0.325,"tole","tole",0.325
"551","bat9561","cd","bat9561_cd",NA,0.1901,0.1901,"tole","tole",0.1901
"552","bat9562","cd","bat9562_cd",NA,-0.1699,-0.1699,"tole","tole",0
"553","bat9563","cd","bat9563_cd",NA,0.4597,0.4597,"tole","tole",0.4597
"554","bat9564","cd","bat9564_cd",NA,0.1151,0.1151,"tole","tole",0.1151
"555","bat9565","cd","bat9565_cd",NA,-0.0904,-0.0904,"tole","tole",0
"556","bat9566","cd","bat9566_cd",NA,0.0898,0.0898,"tole","tole",0.0898
"557","bat9567","cd","bat9567_cd",NA,0.0688,0.0688,"tole","tole",0.0688
"558","bat9568","cd","bat9568_cd",NA,-0.0463,-0.0463,"tole","tole",0
"559","bat9569","cd","bat9569_cd",NA,0.4685,0.4685,"tole","tole",0.4685
"560","bat9570","cd","bat9570_cd",NA,0.0555,0.0555,"tole","tole",0.0555
"561","bat9592","cd","bat9592_cd",NA,0.1724,0.1724,"tole","tole",0.1724
"562","bat9593","cd","bat9593_cd",NA,0.256,0.256,"tole","tole",0.256
"563","bat9594","cd","bat9594_cd",NA,0.1204,0.1204,"tole","tole",0.1204
"564","bat9595","cd","bat9595_cd",NA,0.0027,0.0027,"tole","tole",0.0027
"565","bat9596","cd","bat9596_cd",NA,0.1834,0.1834,"tole","tole",0.1834
"566","c","cs","c_cs",NA,-0.0118,-0.0118,"tole","tole",0
"567","cc","cs","cc_cs",NA,-0.0919,-0.0919,"tole","tole",0
"568","ccc","cs","ccc_cs",NA,-0.0918,-0.0918,"tole","tole",0
"569","ccs","cs","ccs_cs",NA,0.2818,0.2818,"tole","tole",0.2818
"570","cd","cs","cd_cs",NA,0.1326,0.1326,"tole","tole",0.1326
"571","csc","cs","cs_csc",NA,0.0648,0.0648,"tole","tole",0.0648
"572","d","cs","cs_d",NA,-0.127,-0.127,"tole","tole",0
"573","dcd","cs","cs_dcd",NA,0.1216,0.1216,"tole","tole",0.1216
"574","dd","cs","cs_dd",NA,-0.1906,-0.1906,"tole","tole",0
"575","ddld","cs","cs_ddld",NA,0.054,0.054,"tole","tole",0.054
"576","ivy","cs","cs_ivy",0,-0.2804,0,"bci","tole",0
"577","dld","cs","cs_dld",NA,-0.0177,-0.0177,"tole","tole",0
"578","una","cs","cs_una",0,-0.5207,0,"bci","tole",0
"579","tes","cs","cs_tes",0,-0.1114,0,"bci","tole",0
"580","son.of.ola","cs","cs_son.of.ola",0,-0.0932,0,"bci","tole",0
"581","dr","cs","cs_dr",NA,0.1248,0.1248,"tole","tole",0.1248
"582","ds","cs","cs_ds",NA,-0.0533,-0.0533,"tole","tole",0
"583","female10","cs","cs_female10",NA,0.1791,0.1791,"tole","tole",0.1791
"584","female12","cs","cs_female12",NA,-0.0695,-0.0695,"tole","tole",0
"585","female13","cs","cs_female13",NA,0.1812,0.1812,"tole","tole",0.1812
"586","female14","cs","cs_female14",NA,-0.1256,-0.1256,"tole","tole",0
"587","female15","cs","cs_female15",NA,0.3973,0.3973,"tole","tole",0.3973
"588","female16","cs","cs_female16",NA,-0.1336,-0.1336,"tole","tole",0
"589","female17","cs","cs_female17",NA,0.3583,0.3583,"tole","tole",0.3583
"590","female18","cs","cs_female18",NA,0.0114,0.0114,"tole","tole",0.0114
"591","female19","cs","cs_female19",NA,-0.2021,-0.2021,"tole","tole",0
"592","female5","cs","cs_female5",NA,-0.1363,-0.1363,"tole","tole",0
"593","female6","cs","cs_female6",NA,-0.0909,-0.0909,"tole","tole",0
"594","female7","cs","cs_female7",NA,-0.0199,-0.0199,"tole","tole",0
"595","female8","cs","cs_female8",NA,0.2339,0.2339,"tole","tole",0.2339
"596","female9","cs","cs_female9",NA,0.2169,0.2169,"tole","tole",0.2169
"597","hilga","cs","cs_hilga",NA,0.0358,0.0358,"tole","tole",0.0358
"598","ld","cs","cs_ld",0.5,0.6587,0.5,"tole","tole",0.5
"599","ldc","cs","cs_ldc",NA,-0.056,-0.056,"tole","tole",0
"600","ldd","cs","cs_ldd",NA,0.07,0.07,"tole","tole",0.07
"601","lds","cs","cs_lds",NA,-0.0704,-0.0704,"tole","tole",0
"602","lsd","cs","cs_lsd",NA,0.0566,0.0566,"tole","tole",0.0566
"603","cat","cs","cat_cs",0,-0.3691,0,"bci","tole",0
"604","male16","cs","cs_male16",NA,0.2213,0.2213,"tole","tole",0.2213
"605","male18","cs","cs_male18",NA,-0.0586,-0.0586,"tole","tole",0
"606","male19","cs","cs_male19",NA,-0.2525,-0.2525,"tole","tole",0
"607","male20","cs","cs_male20",NA,-0.0611,-0.0611,"tole","tole",0
"608","male21","cs","cs_male21",NA,-0.0555,-0.0555,"tole","tole",0
"609","male25","cs","cs_male25",NA,-0.0041,-0.0041,"tole","tole",0
"610","male26","cs","cs_male26",NA,-0.0622,-0.0622,"tole","tole",0
"611","male27","cs","cs_male27",NA,0.2839,0.2839,"tole","tole",0.2839
"612","male30","cs","cs_male30",NA,0.2784,0.2784,"tole","tole",0.2784
"613","male31","cs","cs_male31",NA,-0.1553,-0.1553,"tole","tole",0
"614","male32","cs","cs_male32",NA,0.0681,0.0681,"tole","tole",0.0681
"615","male33","cs","cs_male33",NA,-0.2868,-0.2868,"tole","tole",0
"616","male35","cs","cs_male35",NA,-0.133,-0.133,"tole","tole",0
"617","male36","cs","cs_male36",NA,-0.0691,-0.0691,"tole","tole",0
"618","male37","cs","cs_male37",NA,-0.0973,-0.0973,"tole","tole",0
"619","male38","cs","cs_male38",NA,-0.0814,-0.0814,"tole","tole",0
"620","male39","cs","cs_male39",NA,-0.3835,-0.3835,"tole","tole",0
"621","pup0","cs","cs_pup0",NA,-0.0904,-0.0904,"tole","tole",0
"622","r","cs","cs_r",NA,-0.0958,-0.0958,"tole","tole",0
"623","rc","cs","cs_rc",NA,0.264,0.264,"tole","tole",0.264
"624","s","cs","cs_s",NA,-0.3346,-0.3346,"tole","tole",0
"625","sc","cs","cs_sc",NA,0.1936,0.1936,"tole","tole",0.1936
"626","scs","cs","cs_scs",NA,0.2014,0.2014,"tole","tole",0.2014
"627","sd","cs","cs_sd",NA,0.0177,0.0177,"tole","tole",0.0177
"628","six","cs","cs_six",0,-0.3098,0,"bci","tole",0
"629","sld","cs","cs_sld",NA,-0.2164,-0.2164,"tole","tole",0
"630","dos","cs","cs_dos",0,-0.3891,0,"bci","tole",0
"631","ola","cs","cs_ola",0,-0.2828,0,"bci","tole",0
"632","ss","cs","cs_ss",NA,0.0984,0.0984,"tole","tole",0.0984
"633","sss","cs","cs_sss",NA,0.1209,0.1209,"tole","tole",0.1209
"634","eve","cs","cs_eve",0,-0.3614,0,"bci","tole",0
"635","no.band","cs","cs_no.band",NA,NA,0,"bci","tole",0
"636","ddd","cs","cs_ddd",NA,NA,0,"bci","tole",0
"637","bat9530","cs","bat9530_cs",NA,0.0221,0.0221,"tole","tole",0.0221
"638","bat9532","cs","bat9532_cs",NA,-0.2443,-0.2443,"tole","tole",0
"639","bat9533","cs","bat9533_cs",NA,-0.1734,-0.1734,"tole","tole",0
"640","bat9535","cs","bat9535_cs",NA,-0.1067,-0.1067,"tole","tole",0
"641","bat9536","cs","bat9536_cs",NA,-0.1337,-0.1337,"tole","tole",0
"642","bat9537","cs","bat9537_cs",NA,-0.1721,-0.1721,"tole","tole",0
"643","bat9538","cs","bat9538_cs",NA,0.1529,0.1529,"tole","tole",0.1529
"644","bat9539","cs","bat9539_cs",NA,-0.0949,-0.0949,"tole","tole",0
"645","bat9540","cs","bat9540_cs",NA,0.1747,0.1747,"tole","tole",0.1747
"646","bat9541","cs","bat9541_cs",NA,0.1781,0.1781,"tole","tole",0.1781
"647","bat9542","cs","bat9542_cs",NA,0.1388,0.1388,"tole","tole",0.1388
"648","bat9543","cs","bat9543_cs",NA,0.1046,0.1046,"tole","tole",0.1046
"649","bat9545","cs","bat9545_cs",NA,0.1795,0.1795,"tole","tole",0.1795
"650","bat9546","cs","bat9546_cs",NA,-0.1338,-0.1338,"tole","tole",0
"651","bat9547","cs","bat9547_cs",NA,-0.1101,-0.1101,"tole","tole",0
"652","bat9548","cs","bat9548_cs",NA,-0.0221,-0.0221,"tole","tole",0
"653","bat9549","cs","bat9549_cs",NA,0.0132,0.0132,"tole","tole",0.0132
"654","bat9550","cs","bat9550_cs",NA,-0.085,-0.085,"tole","tole",0
"655","bat9551","cs","bat9551_cs",NA,0.1503,0.1503,"tole","tole",0.1503
"656","bat9552","cs","bat9552_cs",NA,-0.1251,-0.1251,"tole","tole",0
"657","bat9553","cs","bat9553_cs",NA,-0.3177,-0.3177,"tole","tole",0
"658","bat9554","cs","bat9554_cs",NA,-0.0341,-0.0341,"tole","tole",0
"659","bat9555","cs","bat9555_cs",NA,-0.0837,-0.0837,"tole","tole",0
"660","bat9556","cs","bat9556_cs",NA,0.0016,0.0016,"tole","tole",0.0016
"661","bat9557","cs","bat9557_cs",NA,-0.021,-0.021,"tole","tole",0
"662","bat9558","cs","bat9558_cs",NA,-0.0681,-0.0681,"tole","tole",0
"663","bat9559","cs","bat9559_cs",NA,0.099,0.099,"tole","tole",0.099
"664","bat9561","cs","bat9561_cs",NA,0.0668,0.0668,"tole","tole",0.0668
"665","bat9562","cs","bat9562_cs",NA,-0.1436,-0.1436,"tole","tole",0
"666","bat9563","cs","bat9563_cs",NA,0.0218,0.0218,"tole","tole",0.0218
"667","bat9564","cs","bat9564_cs",NA,-0.0341,-0.0341,"tole","tole",0
"668","bat9565","cs","bat9565_cs",NA,0.2498,0.2498,"tole","tole",0.2498
"669","bat9566","cs","bat9566_cs",NA,-0.063,-0.063,"tole","tole",0
"670","bat9567","cs","bat9567_cs",NA,0.0182,0.0182,"tole","tole",0.0182
"671","bat9568","cs","bat9568_cs",NA,-0.1114,-0.1114,"tole","tole",0
"672","bat9569","cs","bat9569_cs",NA,0.0763,0.0763,"tole","tole",0.0763
"673","bat9570","cs","bat9570_cs",NA,0.0789,0.0789,"tole","tole",0.0789
