"","bat1","bat2","dyad","known.kinship","wang_estimate","kinship","pop1","pop2","kinship2"
"10591","bat9541","bat9554","bat9541_bat9554",NA,0.0828,0.0828,"tole","tole",0.0828
"10592","bat9542","bat9554","bat9542_bat9554",NA,0.1427,0.1427,"tole","tole",0.1427
"10593","bat9543","bat9554","bat9543_bat9554",NA,0.0449,0.0449,"tole","tole",0.0449
"10594","bat9545","bat9554","bat9545_bat9554",NA,0.1459,0.1459,"tole","tole",0.1459
"10595","bat9546","bat9554","bat9546_bat9554",NA,0.1738,0.1738,"tole","tole",0.1738
"10596","bat9547","bat9554","bat9547_bat9554",NA,-0.0316,-0.0316,"tole","tole",0
"10597","bat9548","bat9554","bat9548_bat9554",NA,-0.0865,-0.0865,"tole","tole",0
"10598","bat9549","bat9554","bat9549_bat9554",NA,0.0815,0.0815,"tole","tole",0.0815
"10599","bat9550","bat9554","bat9550_bat9554",NA,-0.0638,-0.0638,"tole","tole",0
"10600","bat9551","bat9554","bat9551_bat9554",NA,0.2545,0.2545,"tole","tole",0.2545
"10601","bat9552","bat9554","bat9552_bat9554",NA,0.2647,0.2647,"tole","tole",0.2647
"10602","bat9553","bat9554","bat9553_bat9554",NA,0.092,0.092,"tole","tole",0.092
"10603","bat9555","bat9554","bat9554_bat9555",NA,0.0062,0.0062,"tole","tole",0.0062
"10604","bat9556","bat9554","bat9554_bat9556",NA,-0.0199,-0.0199,"tole","tole",0
"10605","bat9557","bat9554","bat9554_bat9557",NA,0.0294,0.0294,"tole","tole",0.0294
"10606","bat9558","bat9554","bat9554_bat9558",NA,0.0986,0.0986,"tole","tole",0.0986
"10607","bat9559","bat9554","bat9554_bat9559",NA,0.1989,0.1989,"tole","tole",0.1989
"10608","bat9561","bat9554","bat9554_bat9561",NA,0.078,0.078,"tole","tole",0.078
"10609","bat9562","bat9554","bat9554_bat9562",NA,-0.0604,-0.0604,"tole","tole",0
"10610","bat9563","bat9554","bat9554_bat9563",NA,0.2541,0.2541,"tole","tole",0.2541
"10611","bat9564","bat9554","bat9554_bat9564",NA,0.1725,0.1725,"tole","tole",0.1725
"10612","bat9565","bat9554","bat9554_bat9565",NA,0.0819,0.0819,"tole","tole",0.0819
"10613","bat9566","bat9554","bat9554_bat9566",NA,-0.1354,-0.1354,"tole","tole",0
"10614","bat9567","bat9554","bat9554_bat9567",NA,0.0124,0.0124,"tole","tole",0.0124
"10615","bat9568","bat9554","bat9554_bat9568",NA,0.1795,0.1795,"tole","tole",0.1795
"10616","bat9569","bat9554","bat9554_bat9569",NA,0.2024,0.2024,"tole","tole",0.2024
"10617","bat9570","bat9554","bat9554_bat9570",NA,0.0143,0.0143,"tole","tole",0.0143
"10618","bat9592","bat9554","bat9554_bat9592",NA,0.0013,0.0013,"tole","tole",0.0013
"10619","bat9593","bat9554","bat9554_bat9593",NA,0.0071,0.0071,"tole","tole",0.0071
"10620","bat9594","bat9554","bat9554_bat9594",NA,0.1555,0.1555,"tole","tole",0.1555
"10621","bat9595","bat9554","bat9554_bat9595",NA,0.0679,0.0679,"tole","tole",0.0679
"10622","bat9596","bat9554","bat9554_bat9596",NA,0.0312,0.0312,"tole","tole",0.0312
"10623","c","bat9555","bat9555_c",NA,0.2602,0.2602,"tole","tole",0.2602
"10624","cc","bat9555","bat9555_cc",NA,-0.0599,-0.0599,"tole","tole",0
"10625","ccc","bat9555","bat9555_ccc",NA,0.1461,0.1461,"tole","tole",0.1461
"10626","ccs","bat9555","bat9555_ccs",NA,0.0497,0.0497,"tole","tole",0.0497
"10627","cd","bat9555","bat9555_cd",NA,0.0307,0.0307,"tole","tole",0.0307
"10628","cs","bat9555","bat9555_cs",NA,-0.0837,-0.0837,"tole","tole",0
"10629","csc","bat9555","bat9555_csc",NA,0.3228,0.3228,"tole","tole",0.3228
"10630","d","bat9555","bat9555_d",NA,0.1416,0.1416,"tole","tole",0.1416
"10631","dcd","bat9555","bat9555_dcd",NA,0.0881,0.0881,"tole","tole",0.0881
"10632","dd","bat9555","bat9555_dd",NA,0.1219,0.1219,"tole","tole",0.1219
"10633","ddld","bat9555","bat9555_ddld",NA,-0.0508,-0.0508,"tole","tole",0
"10634","ivy","bat9555","bat9555_ivy",NA,-0.2896,0,"bci","tole",0
"10635","dld","bat9555","bat9555_dld",NA,0.0696,0.0696,"tole","tole",0.0696
"10636","una","bat9555","bat9555_una",NA,-0.2093,0,"bci","tole",0
"10637","tes","bat9555","bat9555_tes",NA,-0.166,0,"bci","tole",0
"10638","son.of.ola","bat9555","bat9555_son.of.ola",NA,-0.2366,0,"bci","tole",0
"10639","dr","bat9555","bat9555_dr",NA,-0.0018,-0.0018,"tole","tole",0
"10640","ds","bat9555","bat9555_ds",NA,-0.2894,-0.2894,"tole","tole",0
"10641","female10","bat9555","bat9555_female10",NA,0.0549,0.0549,"tole","tole",0.0549
"10642","female12","bat9555","bat9555_female12",NA,-0.0558,-0.0558,"tole","tole",0
"10643","female13","bat9555","bat9555_female13",NA,0.0389,0.0389,"tole","tole",0.0389
"10644","female14","bat9555","bat9555_female14",NA,0.2219,0.2219,"tole","tole",0.2219
"10645","female15","bat9555","bat9555_female15",NA,-0.161,-0.161,"tole","tole",0
"10646","female16","bat9555","bat9555_female16",NA,0.0492,0.0492,"tole","tole",0.0492
"10647","female17","bat9555","bat9555_female17",NA,0.0665,0.0665,"tole","tole",0.0665
"10648","female18","bat9555","bat9555_female18",NA,0.0342,0.0342,"tole","tole",0.0342
"10649","female19","bat9555","bat9555_female19",NA,-0.055,-0.055,"tole","tole",0
"10650","female5","bat9555","bat9555_female5",NA,-0.0288,-0.0288,"tole","tole",0
"10651","female6","bat9555","bat9555_female6",NA,0.2909,0.2909,"tole","tole",0.2909
"10652","female7","bat9555","bat9555_female7",NA,0.161,0.161,"tole","tole",0.161
"10653","female8","bat9555","bat9555_female8",NA,0.2224,0.2224,"tole","tole",0.2224
"10654","female9","bat9555","bat9555_female9",NA,-0.1287,-0.1287,"tole","tole",0
"10655","hilga","bat9555","bat9555_hilga",NA,-0.3464,-0.3464,"tole","tole",0
"10656","ld","bat9555","bat9555_ld",NA,-0.1865,-0.1865,"tole","tole",0
"10657","ldc","bat9555","bat9555_ldc",NA,0.0502,0.0502,"tole","tole",0.0502
"10658","ldd","bat9555","bat9555_ldd",NA,-0.0073,-0.0073,"tole","tole",0
"10659","lds","bat9555","bat9555_lds",NA,0.0431,0.0431,"tole","tole",0.0431
"10660","lsd","bat9555","bat9555_lsd",NA,-0.0137,-0.0137,"tole","tole",0
"10661","cat","bat9555","bat9555_cat",NA,-0.3147,0,"bci","tole",0
"10662","male16","bat9555","bat9555_male16",NA,-0.0311,-0.0311,"tole","tole",0
"10663","male18","bat9555","bat9555_male18",NA,-0.0498,-0.0498,"tole","tole",0
"10664","male19","bat9555","bat9555_male19",NA,0.169,0.169,"tole","tole",0.169
"10665","male20","bat9555","bat9555_male20",NA,-0.0541,-0.0541,"tole","tole",0
"10666","male21","bat9555","bat9555_male21",NA,-0.0101,-0.0101,"tole","tole",0
"10667","male25","bat9555","bat9555_male25",NA,-0.0144,-0.0144,"tole","tole",0
"10668","male26","bat9555","bat9555_male26",NA,-0.1046,-0.1046,"tole","tole",0
"10669","male27","bat9555","bat9555_male27",NA,-0.0999,-0.0999,"tole","tole",0
"10670","male30","bat9555","bat9555_male30",NA,0.0834,0.0834,"tole","tole",0.0834
"10671","male31","bat9555","bat9555_male31",NA,0.0065,0.0065,"tole","tole",0.0065
"10672","male32","bat9555","bat9555_male32",NA,-0.086,-0.086,"tole","tole",0
"10673","male33","bat9555","bat9555_male33",NA,0.0027,0.0027,"tole","tole",0.0027
"10674","male35","bat9555","bat9555_male35",NA,0.2866,0.2866,"tole","tole",0.2866
"10675","male36","bat9555","bat9555_male36",NA,-0.0399,-0.0399,"tole","tole",0
"10676","male37","bat9555","bat9555_male37",NA,0.1837,0.1837,"tole","tole",0.1837
"10677","male38","bat9555","bat9555_male38",NA,-0.121,-0.121,"tole","tole",0
"10678","male39","bat9555","bat9555_male39",NA,-0.1996,-0.1996,"tole","tole",0
"10679","pup0","bat9555","bat9555_pup0",NA,0.2525,0.2525,"tole","tole",0.2525
"10680","r","bat9555","bat9555_r",NA,-0.0692,-0.0692,"tole","tole",0
"10681","rc","bat9555","bat9555_rc",NA,-0.0136,-0.0136,"tole","tole",0
"10682","s","bat9555","bat9555_s",NA,-0.1224,-0.1224,"tole","tole",0
"10683","sc","bat9555","bat9555_sc",NA,-0.0503,-0.0503,"tole","tole",0
"10684","scs","bat9555","bat9555_scs",NA,0.29,0.29,"tole","tole",0.29
"10685","sd","bat9555","bat9555_sd",NA,-0.0669,-0.0669,"tole","tole",0
"10686","six","bat9555","bat9555_six",NA,-0.0254,0,"bci","tole",0
"10687","sld","bat9555","bat9555_sld",NA,0.2282,0.2282,"tole","tole",0.2282
"10688","dos","bat9555","bat9555_dos",NA,-0.0082,0,"bci","tole",0
"10689","ola","bat9555","bat9555_ola",NA,-0.0333,0,"bci","tole",0
"10690","ss","bat9555","bat9555_ss",NA,0.2326,0.2326,"tole","tole",0.2326
"10691","sss","bat9555","bat9555_sss",NA,-0.1256,-0.1256,"tole","tole",0
"10692","eve","bat9555","bat9555_eve",NA,-0.0029,0,"bci","tole",0
"10693","no.band","bat9555","bat9555_no.band",NA,NA,0,"bci","tole",0
"10694","ddd","bat9555","bat9555_ddd",NA,NA,0,"bci","tole",0
"10695","bat9530","bat9555","bat9530_bat9555",NA,0.4788,0.4788,"tole","tole",0.4788
"10696","bat9532","bat9555","bat9532_bat9555",NA,0.1909,0.1909,"tole","tole",0.1909
"10697","bat9533","bat9555","bat9533_bat9555",NA,0.1474,0.1474,"tole","tole",0.1474
"10698","bat9535","bat9555","bat9535_bat9555",NA,-0.0171,-0.0171,"tole","tole",0
"10699","bat9536","bat9555","bat9536_bat9555",NA,0.0557,0.0557,"tole","tole",0.0557
"10700","bat9537","bat9555","bat9537_bat9555",NA,0.1789,0.1789,"tole","tole",0.1789
"10701","bat9538","bat9555","bat9538_bat9555",NA,0.1295,0.1295,"tole","tole",0.1295
"10702","bat9539","bat9555","bat9539_bat9555",NA,0.3283,0.3283,"tole","tole",0.3283
"10703","bat9540","bat9555","bat9540_bat9555",NA,0.3052,0.3052,"tole","tole",0.3052
"10704","bat9541","bat9555","bat9541_bat9555",NA,0.0412,0.0412,"tole","tole",0.0412
"10705","bat9542","bat9555","bat9542_bat9555",NA,0.2833,0.2833,"tole","tole",0.2833
"10706","bat9543","bat9555","bat9543_bat9555",NA,0.2224,0.2224,"tole","tole",0.2224
"10707","bat9545","bat9555","bat9545_bat9555",NA,0.044,0.044,"tole","tole",0.044
"10708","bat9546","bat9555","bat9546_bat9555",NA,0.1424,0.1424,"tole","tole",0.1424
"10709","bat9547","bat9555","bat9547_bat9555",NA,-0.0725,-0.0725,"tole","tole",0
"10710","bat9548","bat9555","bat9548_bat9555",NA,0.0146,0.0146,"tole","tole",0.0146
"10711","bat9549","bat9555","bat9549_bat9555",NA,0.0136,0.0136,"tole","tole",0.0136
"10712","bat9550","bat9555","bat9550_bat9555",NA,0.0916,0.0916,"tole","tole",0.0916
"10713","bat9551","bat9555","bat9551_bat9555",NA,0.0894,0.0894,"tole","tole",0.0894
"10714","bat9552","bat9555","bat9552_bat9555",NA,0.0433,0.0433,"tole","tole",0.0433
"10715","bat9553","bat9555","bat9553_bat9555",NA,0.2502,0.2502,"tole","tole",0.2502
"10716","bat9554","bat9555","bat9554_bat9555",NA,0.0062,0.0062,"tole","tole",0.0062
"10717","bat9556","bat9555","bat9555_bat9556",NA,0.0866,0.0866,"tole","tole",0.0866
"10718","bat9557","bat9555","bat9555_bat9557",NA,0.2479,0.2479,"tole","tole",0.2479
"10719","bat9558","bat9555","bat9555_bat9558",NA,-0.0532,-0.0532,"tole","tole",0
"10720","bat9559","bat9555","bat9555_bat9559",NA,0.2356,0.2356,"tole","tole",0.2356
"10721","bat9561","bat9555","bat9555_bat9561",NA,0.0152,0.0152,"tole","tole",0.0152
"10722","bat9562","bat9555","bat9555_bat9562",NA,0.2532,0.2532,"tole","tole",0.2532
"10723","bat9563","bat9555","bat9555_bat9563",NA,-0.2078,-0.2078,"tole","tole",0
"10724","bat9564","bat9555","bat9555_bat9564",NA,-0.0787,-0.0787,"tole","tole",0
"10725","bat9565","bat9555","bat9555_bat9565",NA,-0.0228,-0.0228,"tole","tole",0
"10726","bat9566","bat9555","bat9555_bat9566",NA,-0.0287,-0.0287,"tole","tole",0
"10727","bat9567","bat9555","bat9555_bat9567",NA,0.2012,0.2012,"tole","tole",0.2012
"10728","bat9568","bat9555","bat9555_bat9568",NA,0.0447,0.0447,"tole","tole",0.0447
"10729","bat9569","bat9555","bat9555_bat9569",NA,-0.161,-0.161,"tole","tole",0
"10730","bat9570","bat9555","bat9555_bat9570",NA,0.2004,0.2004,"tole","tole",0.2004
"10731","bat9592","bat9555","bat9555_bat9592",NA,0.0029,0.0029,"tole","tole",0.0029
"10732","bat9593","bat9555","bat9555_bat9593",NA,-0.225,-0.225,"tole","tole",0
"10733","bat9594","bat9555","bat9555_bat9594",NA,0.0559,0.0559,"tole","tole",0.0559
"10734","bat9595","bat9555","bat9555_bat9595",NA,0.1316,0.1316,"tole","tole",0.1316
"10735","bat9596","bat9555","bat9555_bat9596",NA,0.2328,0.2328,"tole","tole",0.2328
"10736","c","bat9556","bat9556_c",NA,0.0229,0.0229,"tole","tole",0.0229
"10737","cc","bat9556","bat9556_cc",NA,0.2064,0.2064,"tole","tole",0.2064
"10738","ccc","bat9556","bat9556_ccc",NA,-0.0831,-0.0831,"tole","tole",0
"10739","ccs","bat9556","bat9556_ccs",NA,0.0145,0.0145,"tole","tole",0.0145
"10740","cd","bat9556","bat9556_cd",NA,-0.2578,-0.2578,"tole","tole",0
"10741","cs","bat9556","bat9556_cs",NA,0.0016,0.0016,"tole","tole",0.0016
"10742","csc","bat9556","bat9556_csc",NA,0.3003,0.3003,"tole","tole",0.3003
"10743","d","bat9556","bat9556_d",NA,-0.0511,-0.0511,"tole","tole",0
"10744","dcd","bat9556","bat9556_dcd",NA,0.0351,0.0351,"tole","tole",0.0351
"10745","dd","bat9556","bat9556_dd",NA,-0.1087,-0.1087,"tole","tole",0
"10746","ddld","bat9556","bat9556_ddld",NA,-0.1323,-0.1323,"tole","tole",0
"10747","ivy","bat9556","bat9556_ivy",NA,-0.2283,0,"bci","tole",0
"10748","dld","bat9556","bat9556_dld",NA,-0.1789,-0.1789,"tole","tole",0
"10749","una","bat9556","bat9556_una",NA,-0.3195,0,"bci","tole",0
"10750","tes","bat9556","bat9556_tes",NA,-0.1096,0,"bci","tole",0
"10751","son.of.ola","bat9556","bat9556_son.of.ola",NA,-0.2784,0,"bci","tole",0
"10752","dr","bat9556","bat9556_dr",NA,-0.1522,-0.1522,"tole","tole",0
"10753","ds","bat9556","bat9556_ds",NA,-0.14,-0.14,"tole","tole",0
"10754","female10","bat9556","bat9556_female10",NA,0.0498,0.0498,"tole","tole",0.0498
"10755","female12","bat9556","bat9556_female12",NA,-0.2365,-0.2365,"tole","tole",0
"10756","female13","bat9556","bat9556_female13",NA,0.1635,0.1635,"tole","tole",0.1635
"10757","female14","bat9556","bat9556_female14",NA,0.122,0.122,"tole","tole",0.122
"10758","female15","bat9556","bat9556_female15",NA,-0.0547,-0.0547,"tole","tole",0
"10759","female16","bat9556","bat9556_female16",NA,-0.2172,-0.2172,"tole","tole",0
"10760","female17","bat9556","bat9556_female17",NA,-0.2699,-0.2699,"tole","tole",0
"10761","female18","bat9556","bat9556_female18",NA,0.1375,0.1375,"tole","tole",0.1375
"10762","female19","bat9556","bat9556_female19",NA,-0.119,-0.119,"tole","tole",0
"10763","female5","bat9556","bat9556_female5",NA,-0.034,-0.034,"tole","tole",0
"10764","female6","bat9556","bat9556_female6",NA,0.0476,0.0476,"tole","tole",0.0476
"10765","female7","bat9556","bat9556_female7",NA,0.0014,0.0014,"tole","tole",0.0014
"10766","female8","bat9556","bat9556_female8",NA,0.2079,0.2079,"tole","tole",0.2079
"10767","female9","bat9556","bat9556_female9",NA,0.1034,0.1034,"tole","tole",0.1034
"10768","hilga","bat9556","bat9556_hilga",NA,-0.1845,-0.1845,"tole","tole",0
"10769","ld","bat9556","bat9556_ld",NA,0.149,0.149,"tole","tole",0.149
"10770","ldc","bat9556","bat9556_ldc",NA,0.1025,0.1025,"tole","tole",0.1025
"10771","ldd","bat9556","bat9556_ldd",NA,0.0032,0.0032,"tole","tole",0.0032
"10772","lds","bat9556","bat9556_lds",NA,0.1929,0.1929,"tole","tole",0.1929
"10773","lsd","bat9556","bat9556_lsd",NA,0.0054,0.0054,"tole","tole",0.0054
"10774","cat","bat9556","bat9556_cat",NA,-0.2708,0,"bci","tole",0
"10775","male16","bat9556","bat9556_male16",NA,0.651,0.651,"tole","tole",0.5
"10776","male18","bat9556","bat9556_male18",NA,-0.1854,-0.1854,"tole","tole",0
"10777","male19","bat9556","bat9556_male19",NA,-0.0679,-0.0679,"tole","tole",0
"10778","male20","bat9556","bat9556_male20",NA,0.0572,0.0572,"tole","tole",0.0572
"10779","male21","bat9556","bat9556_male21",NA,0.2038,0.2038,"tole","tole",0.2038
"10780","male25","bat9556","bat9556_male25",NA,0.1212,0.1212,"tole","tole",0.1212
"10781","male26","bat9556","bat9556_male26",NA,0.1137,0.1137,"tole","tole",0.1137
"10782","male27","bat9556","bat9556_male27",NA,-0.0299,-0.0299,"tole","tole",0
"10783","male30","bat9556","bat9556_male30",NA,0.206,0.206,"tole","tole",0.206
"10784","male31","bat9556","bat9556_male31",NA,0.0065,0.0065,"tole","tole",0.0065
"10785","male32","bat9556","bat9556_male32",NA,0.0429,0.0429,"tole","tole",0.0429
"10786","male33","bat9556","bat9556_male33",NA,-0.0011,-0.0011,"tole","tole",0
"10787","male35","bat9556","bat9556_male35",NA,-0.1079,-0.1079,"tole","tole",0
"10788","male36","bat9556","bat9556_male36",NA,-0.2576,-0.2576,"tole","tole",0
"10789","male37","bat9556","bat9556_male37",NA,-0.0902,-0.0902,"tole","tole",0
"10790","male38","bat9556","bat9556_male38",NA,-0.0415,-0.0415,"tole","tole",0
"10791","male39","bat9556","bat9556_male39",NA,-0.1529,-0.1529,"tole","tole",0
"10792","pup0","bat9556","bat9556_pup0",NA,-0.1345,-0.1345,"tole","tole",0
"10793","r","bat9556","bat9556_r",NA,-0.002,-0.002,"tole","tole",0
"10794","rc","bat9556","bat9556_rc",NA,-0.1587,-0.1587,"tole","tole",0
"10795","s","bat9556","bat9556_s",NA,-0.0303,-0.0303,"tole","tole",0
"10796","sc","bat9556","bat9556_sc",NA,0.0395,0.0395,"tole","tole",0.0395
"10797","scs","bat9556","bat9556_scs",NA,-0.04,-0.04,"tole","tole",0
"10798","sd","bat9556","bat9556_sd",NA,0.2358,0.2358,"tole","tole",0.2358
"10799","six","bat9556","bat9556_six",NA,-0.4779,0,"bci","tole",0
"10800","sld","bat9556","bat9556_sld",NA,-0.2482,-0.2482,"tole","tole",0
"10801","dos","bat9556","bat9556_dos",NA,-0.4283,0,"bci","tole",0
"10802","ola","bat9556","bat9556_ola",NA,-0.2739,0,"bci","tole",0
"10803","ss","bat9556","bat9556_ss",NA,0.1677,0.1677,"tole","tole",0.1677
"10804","sss","bat9556","bat9556_sss",NA,-0.0503,-0.0503,"tole","tole",0
"10805","eve","bat9556","bat9556_eve",NA,-0.1378,0,"bci","tole",0
"10806","no.band","bat9556","bat9556_no.band",NA,NA,0,"bci","tole",0
"10807","ddd","bat9556","bat9556_ddd",NA,NA,0,"bci","tole",0
"10808","bat9530","bat9556","bat9530_bat9556",NA,0.0293,0.0293,"tole","tole",0.0293
"10809","bat9532","bat9556","bat9532_bat9556",NA,0.17,0.17,"tole","tole",0.17
"10810","bat9533","bat9556","bat9533_bat9556",NA,-0.2971,-0.2971,"tole","tole",0
"10811","bat9535","bat9556","bat9535_bat9556",NA,-0.2887,-0.2887,"tole","tole",0
"10812","bat9536","bat9556","bat9536_bat9556",NA,0.2894,0.2894,"tole","tole",0.2894
"10813","bat9537","bat9556","bat9537_bat9556",NA,-0.1443,-0.1443,"tole","tole",0
"10814","bat9538","bat9556","bat9538_bat9556",NA,0.2153,0.2153,"tole","tole",0.2153
"10815","bat9539","bat9556","bat9539_bat9556",NA,-0.3264,-0.3264,"tole","tole",0
"10816","bat9540","bat9556","bat9540_bat9556",NA,0.0852,0.0852,"tole","tole",0.0852
"10817","bat9541","bat9556","bat9541_bat9556",NA,0.3567,0.3567,"tole","tole",0.3567
"10818","bat9542","bat9556","bat9542_bat9556",NA,-0.0299,-0.0299,"tole","tole",0
"10819","bat9543","bat9556","bat9543_bat9556",NA,0.2079,0.2079,"tole","tole",0.2079
"10820","bat9545","bat9556","bat9545_bat9556",NA,-0.1099,-0.1099,"tole","tole",0
"10821","bat9546","bat9556","bat9546_bat9556",NA,-0.0657,-0.0657,"tole","tole",0
"10822","bat9547","bat9556","bat9547_bat9556",NA,0.3461,0.3461,"tole","tole",0.3461
"10823","bat9548","bat9556","bat9548_bat9556",NA,0.4437,0.4437,"tole","tole",0.4437
"10824","bat9549","bat9556","bat9549_bat9556",NA,-0.0086,-0.0086,"tole","tole",0
"10825","bat9550","bat9556","bat9550_bat9556",NA,0.0431,0.0431,"tole","tole",0.0431
"10826","bat9551","bat9556","bat9551_bat9556",NA,0.0544,0.0544,"tole","tole",0.0544
"10827","bat9552","bat9556","bat9552_bat9556",NA,-0.2074,-0.2074,"tole","tole",0
"10828","bat9553","bat9556","bat9553_bat9556",NA,-0.0279,-0.0279,"tole","tole",0
"10829","bat9554","bat9556","bat9554_bat9556",NA,-0.0199,-0.0199,"tole","tole",0
"10830","bat9555","bat9556","bat9555_bat9556",NA,0.0866,0.0866,"tole","tole",0.0866
"10831","bat9557","bat9556","bat9556_bat9557",NA,-0.1416,-0.1416,"tole","tole",0
"10832","bat9558","bat9556","bat9556_bat9558",NA,-0.3289,-0.3289,"tole","tole",0
"10833","bat9559","bat9556","bat9556_bat9559",NA,0.2802,0.2802,"tole","tole",0.2802
"10834","bat9561","bat9556","bat9556_bat9561",NA,0.0152,0.0152,"tole","tole",0.0152
"10835","bat9562","bat9556","bat9556_bat9562",NA,0.0429,0.0429,"tole","tole",0.0429
"10836","bat9563","bat9556","bat9556_bat9563",NA,-0.2325,-0.2325,"tole","tole",0
"10837","bat9564","bat9556","bat9556_bat9564",NA,-0.1752,-0.1752,"tole","tole",0
"10838","bat9565","bat9556","bat9556_bat9565",NA,-0.0033,-0.0033,"tole","tole",0
"10839","bat9566","bat9556","bat9556_bat9566",NA,0.1462,0.1462,"tole","tole",0.1462
"10840","bat9567","bat9556","bat9556_bat9567",NA,-0.1845,-0.1845,"tole","tole",0
"10841","bat9568","bat9556","bat9556_bat9568",NA,0.4784,0.4784,"tole","tole",0.4784
"10842","bat9569","bat9556","bat9556_bat9569",NA,-0.1835,-0.1835,"tole","tole",0
"10843","bat9570","bat9556","bat9556_bat9570",NA,0.3467,0.3467,"tole","tole",0.3467
"10844","bat9592","bat9556","bat9556_bat9592",NA,0.109,0.109,"tole","tole",0.109
"10845","bat9593","bat9556","bat9556_bat9593",NA,-0.1618,-0.1618,"tole","tole",0
"10846","bat9594","bat9556","bat9556_bat9594",NA,0.0759,0.0759,"tole","tole",0.0759
"10847","bat9595","bat9556","bat9556_bat9595",NA,-0.104,-0.104,"tole","tole",0
"10848","bat9596","bat9556","bat9556_bat9596",NA,-0.2959,-0.2959,"tole","tole",0
"10849","c","bat9557","bat9557_c",NA,-0.0024,-0.0024,"tole","tole",0
"10850","cc","bat9557","bat9557_cc",NA,0.1765,0.1765,"tole","tole",0.1765
"10851","ccc","bat9557","bat9557_ccc",NA,0.1922,0.1922,"tole","tole",0.1922
"10852","ccs","bat9557","bat9557_ccs",NA,0.2245,0.2245,"tole","tole",0.2245
"10853","cd","bat9557","bat9557_cd",NA,0.0085,0.0085,"tole","tole",0.0085
"10854","cs","bat9557","bat9557_cs",NA,-0.021,-0.021,"tole","tole",0
"10855","csc","bat9557","bat9557_csc",NA,0.0919,0.0919,"tole","tole",0.0919
"10856","d","bat9557","bat9557_d",NA,0.5141,0.5141,"tole","tole",0.5
